"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VBFREPX5","report","2014","Sandberg, Anders","Monte Carlo model of brain emulation development","","","","","","","2014","2022-01-30 04:53:19","2022-01-30 04:53:19","","","","","","","","","","","","","Working Paper 2014–1 (version 1.2), Future of Humanity Institute. http://www …","","","","","","","Google Scholar","","ZSCC: 0000004","","/Users/jacquesthibodeau/Zotero/storage/K8T8QJJ9/Sandberg - 2014 - Monte Carlo model of brain emulation development.pdf","","TechSafety; FHI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7R3ZRU4R","bookSection","2018","Drexler, K. Eric","MDL Intelligence Distillation : Exploring Strategies for Safe Access to Superintelligent Problem-Solving Capabilities","Artificial Intelligence Safety and Security","","","","https://www.taylorfrancis.com/","AI technologies may reach the threshold of rapid, open-ended, recursive improvement before we are prepared to manage the challenges posed","2018-07-27","2022-01-30 04:53:18","2022-01-30 04:53:18","2019-12-19 02:23:48","75–88","","","","","","MDL Intelligence Distillation","","","","","Chapman and Hall/CRC","","en","","","","","Google Scholar","","ZSCC: 0000008  DOI: 10.1201/9781351251389-6","","/Users/jacquesthibodeau/Zotero/storage/357SZXHQ/9781351251389-6.html; /Users/jacquesthibodeau/Zotero/storage/5HM3J3PG/9781351251389-6.html","","TechSafety; FHI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WIRXPN9E","manuscript","2017","Armstrong, Stuart; Levinstein, Benjamin","Low impact artificial intelligences","","","","","https://arxiv.org/abs/1705.10720","","2017","2022-01-30 04:53:18","2022-01-30 04:53:18","","","","","","","","","","","","","","","","","","","","Google Scholar","","ZSCC: 0000029","","/Users/jacquesthibodeau/Zotero/storage/VT7URXJ6/Armstrong and Levinstein - 2017 - Low impact artificial intelligences.pdf; /Users/jacquesthibodeau/Zotero/storage/6VWVU36V/1705.html","","TechSafety; FHI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JVKIFZC5","bookSection","2017","Armstrong, Stuart","Introduction to the technological singularity","The Technological Singularity","","","","","","2017","2022-01-30 04:53:18","2022-01-30 04:53:18","","1–8","","","","","","","","","","","Springer","","","","","","","Google Scholar","","ZSCC: 0000006  DOI: 10.1007/978-3-662-54033-6_1","","/Users/jacquesthibodeau/Zotero/storage/2V5K4TWK/978-3-662-54033-6_1.html","","MetaSafety; FHI; AmbiguosSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7GE6AZPJ","conferencePaper","2018","Carey, Ryan","Incorrigibility in the CIRL Framework","AIES '18: Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society","","","","http://arxiv.org/abs/1709.06275","A value learning system has incentives to follow shutdown instructions, assuming the shutdown instruction provides information (in the technical sense) about which actions lead to valuable outcomes. However, this assumption is not robust to model mis-specification (e.g., in the case of programmer errors). We demonstrate this by presenting some Supervised POMDP scenarios in which errors in the parameterized reward function remove the incentive to follow shutdown commands. These difficulties parallel those discussed by Soares et al. (2015) in their paper on corrigibility. We argue that it is important to consider systems that follow shutdown commands under some weaker set of assumptions (e.g., that one small verified module is correctly implemented; as opposed to an entire prior probability distribution and/or parameterized reward function). We discuss some difficulties with simple ways to attempt to attain these sorts of guarantees in a value learning framework.","2018-06-03","2022-01-30 04:53:18","2022-01-30 04:53:18","2019-12-16 02:29:24","","","","","","","","","","","","","","","","","","","arXiv.org","","ZSCC: 0000017  arXiv: 1709.06275","","/Users/jacquesthibodeau/Zotero/storage/8NIPD8BV/Carey - 2018 - Incorrigibility in the CIRL Framework.pdf; /Users/jacquesthibodeau/Zotero/storage/HPR8TDJ6/Carey - 2018 - Incorrigibility in the CIRL Framework.pdf; /Users/jacquesthibodeau/Zotero/storage/4G9NWGEB/1709.html; /Users/jacquesthibodeau/Zotero/storage/35KMSSRX/1709.html","","TechSafety; FHI; MIRI","Computer Science - Artificial Intelligence; ai safety; cirl; cooperative inverse reinforcement learning; corrigibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018 AAAI/ACM Conference on AI, Ethics, and Society","","","","","","","","","","","","","","",""
"8MT75XKW","bookSection","2015","Armstrong, Stuart; Sotala, Kaj","How We’re Predicting AI – or Failing to","Beyond Artificial Intelligence","978-3-319-09667-4 978-3-319-09668-1","","","http://link.springer.com/10.1007/978-3-319-09668-1_2","This paper will look at the various predictions that have been made about AI and propose decomposition schemas for analyzing them. It will propose a variety of theoretical tools for analyzing, judging, and improving these predictions. Focusing specifically on timeline predictions (dates given by which we should expect the creation of AI), it will show that there are strong theoretical grounds to expect predictions to be quite poor in this area. Using a database of 95 AI timeline predictions, it will show that these expectations are borne out in practice: expert predictions contradict each other considerably, and are indistinguishable from non-expert predictions and past failed predictions. Predictions that AI lie 15 to 25 years in the future are the most common, from experts and non-experts alike.","2015","2022-01-30 04:53:18","2022-01-30 04:53:18","2020-12-18 06:37:05","11-29","","","9","","","","","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","ZSCC: NoCitationData[s1]  ACC: 111  Series Title: Topics in Intelligent Engineering and Informatics DOI: 10.1007/978-3-319-09668-1_2","","/Users/jacquesthibodeau/Zotero/storage/EEW3J3XR/Armstrong and Sotala - 2015 - How We’re Predicting AI – or Failing to.pdf","","MetaSafety; FHI","","Romportl, Jan; Zackova, Eva; Kelemen, Jozef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KWGIDUE8","report","2015","Cotton-Barratt, Owen","How valuable is movement growth?","","","","","http://globalprioritiesproject.org/wp-content/uploads/2015/05/MovementGrowth.pdf","","2015","2022-01-30 04:53:18","2022-01-30 04:53:18","","","","","","","","","","","","","Centre for Effective Altruism","","","","","","","Google Scholar","","ZSCC: 0000002","","/Users/jacquesthibodeau/Zotero/storage/MW89CNJZ/Cotton-Barratt - 2015 - How valuable is movement growth.pdf","","MetaSafety; FHI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F3ICPAQP","manuscript","2005","Tegmark, Max; Bostrom, Nick","How unlikely is a doomsday catastrophe?","","","","","https://arxiv.org/abs/astro-ph/0512204v2","Numerous Earth-destroying doomsday scenarios have recently been analyzed, including breakdown of a metastable vacuum state and planetary destruction triggered by a ""strangelet'' or microscopic black hole. We point out that many previous bounds on their frequency give a false sense of security: one cannot infer that such events are rare from the the fact that Earth has survived for so long, because observers are by definition in places lucky enough to have avoided destruction. We derive a new upper bound of one per 10^9 years (99.9% c.l.) on the exogenous terminal catastrophe rate that is free of such selection bias, using planetary age distributions and the relatively late formation time of Earth.","2005-12-08","2022-01-30 04:53:18","2022-01-30 04:53:18","2019-12-19 01:44:09","","","","","","","","","","","","","","en","","","","","arxiv.org","","ZSCC: 0000022","","/Users/jacquesthibodeau/Zotero/storage/92I96SAN/Tegmark and Bostrom - 2005 - How unlikely is a doomsday catastrophe.pdf; /Users/jacquesthibodeau/Zotero/storage/69V52QGG/0512204.html","","MetaSafety; FHI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2ZXQBBH7","journalArticle","2019","Baum, Seth D.; Armstrong, Stuart; Ekenstedt, Timoteus; Häggström, Olle; Hanson, Robin; Kuhlemann, Karin; Maas, Matthijs M.; Miller, James D.; Salmela, Markus; Sandberg, Anders","Long-term trajectories of human civilization","Foresight","","","","","","2019","2022-01-30 04:53:18","2022-01-30 04:53:18","","53–83","","1","21","","","","","","","","","","","","","","","Google Scholar","","ZSCC: 0000048","","/Users/jacquesthibodeau/Zotero/storage/Z29PAHAZ/Baum et al. - 2019 - Long-term trajectories of human civilization.pdf; /Users/jacquesthibodeau/Zotero/storage/PUC3G8CN/html.html; /Users/jacquesthibodeau/Zotero/storage/2QX2TK95/html.html; /Users/jacquesthibodeau/Zotero/storage/EIP98VTA/html.html; /Users/jacquesthibodeau/Zotero/storage/DNQ6DTTB/Baum et al. - 2019 - Long-term trajectories of human civilization.pdf","","CLR; MetaSafety; FHI; GCRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RZBBEH4R","conferencePaper","2016","Evans, Owain; Stuhlmüller, Andreas; Goodman, Noah","Learning the preferences of ignorant, inconsistent agents","Thirtieth AAAI Conference on Artificial Intelligence","","","","","","2016","2022-01-30 04:53:18","2022-01-30 04:53:18","","","","","","","","","","","","","","","","","","","","Google Scholar","","ZSCC: 0000091","","/Users/jacquesthibodeau/Zotero/storage/IT7ZXEC3/12476.html","","TechSafety; FHI; Ought","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWCWSMIK","conferencePaper","2015","Evans, Owain; Goodman, Noah D","Learning the Preferences of Bounded Agents","NIPS Workshop on Bounded Optimality","","","","","","2015","2022-01-30 04:53:18","2022-01-30 04:53:18","","7","","","6","","","","","","","","","","en","","","","","Zotero","","ZSCC: 0000029  9 J:19","","/Users/jacquesthibodeau/Zotero/storage/3IWX99PK/Evans and Goodman - Learning the Preferences of Bounded Agents.pdf","","TechSafety; FHI; Ought","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4PN2QVX8","bookSection","2014","Bostrom, Nick","Introduction—The Transhumanist FAQ: A General Introduction","Transhumanism and the Body","","","","","","2014","2022-01-30 04:53:18","2022-01-30 04:53:18","","1–17","","","","","","Introduction—The Transhumanist FAQ","","","","","Springer","","","","","","","Google Scholar","","ZSCC: 0000022","","/Users/jacquesthibodeau/Zotero/storage/U54KKT8S/9781137342768_1.html","","MetaSafety; FHI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KJG4W372","report","2021","Zaidi, Waqar; Dafoe, Allan","International Control of Powerful Technology: Lessons from the Baruch Plan for Nuclear Weapons","","","","","https://www.fhi.ox.ac.uk/wp-content/uploads/2021/03/International-Control-of-Powerful-Technology-Lessons-from-the-Baruch-Plan-Zaidi-Dafoe-2021.pdf","The invention of atomic energy posed a novel global challenge: could the technology be controlled to avoid destructive uses and an existentially dangerous arms race while permitting the broad sharing of its benefits? From 1944 onwards, scientists, policymakers, and other t echnical specialists began to confront this challenge and explored policy options for dealing with the impact of nuclear technology. We focus on the years 1944 to 1951 and review this period for lessons for the governance of powerful technologies, and find the following: Radical schemes for international control can get broad support when confronted by existentially dangerous technologies, but this support can be tenuous and cynical. Secrecy is likely to play an important, and perhaps harmful, role. The public sphere may be an important source of influence, both in general and in particular in favor of cooperation, but also one that is manipulable and poorly informed. Technical experts may play a critical role, but need to be politically savvy. Overall, policymaking may look more like “muddling through” than clear-eyed grand strategy. Cooperation may be risky, and there may be many obstacles to success.","2021-03","2022-01-30 04:53:18","2022-01-30 04:53:18","2021-11-14 18:24:38","","","","","","","","","","","","","","en","","","","","","","ZSCC: NoCitationData[s0]  ACC: N/F","","/Users/jacquesthibodeau/Zotero/storage/IX5D2GDZ/Cihon et al. - 2020 - Should Artificial Intelligence Governance be Centr.pdf","","MetaSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94KSQKR7","journalArticle","2021","Prunkl, Carina E. A.; Ashurst, Carolyn; Anderljung, Markus; Webb, Helena; Leike, Jan; Dafoe, Allan","Institutionalizing ethics in AI through broader impact requirements","Nature Machine Intelligence","","2522-5839","10.1038/s42256-021-00298-y","https://www.nature.com/articles/s42256-021-00298-y","Turning principles into practice is one of the most pressing challenges of artificial intelligence (AI) governance. In this Perspective, we reflect on a governance initiative by one of the world’s largest AI conferences. In 2020, the Conference on Neural Information Processing Systems (NeurIPS) introduced a requirement for submitting authors to include a statement on the broader societal impacts of their research. Drawing insights from similar governance initiatives, including institutional review boards (IRBs) and impact requirements for funding applications, we investigate the risks, challenges and potential benefits of such an initiative. Among the challenges, we list a lack of recognized best practice and procedural transparency, researcher opportunity costs, institutional and social pressures, cognitive biases and the inherently difficult nature of the task. The potential benefits, on the other hand, include improved anticipation and identification of impacts, better communication with policy and governance experts, and a general strengthening of the norms around responsible research. To maximize the chance of success, we recommend measures to increase transparency, improve guidance, create incentives to engage earnestly with the process, and facilitate public deliberation on the requirement’s merits and future. Perhaps the most important contribution from this analysis are the insights we can gain regarding effective community-based governance and the role and responsibility of the AI research community more broadly.","2021-02","2022-01-30 04:53:18","2022-01-30 04:53:18","2021-10-31 19:12:54","104-110","","2","3","","Nat Mach Intell","","","","","","","","en","2021 Springer Nature Limited","","","","www.nature.com","","ZSCC: 0000005  Bandiera_abtest: a Cg_type: Nature Research Journals Number: 2 Primary_atype: Reviews Publisher: Nature Publishing Group Subject_term: Conferences and meetings;Policy;Publishing Subject_term_id: conferences-and-meetings;policy;publishing","","/Users/jacquesthibodeau/Zotero/storage/GQEBEVD3/Prunkl et al. - 2021 - Institutionalizing ethics in AI through broader im.pdf","","MetaSafety","Conferences and meetings; Policy; Publishing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZM4AF64","manuscript","2017","Armstrong, Stuart; O'Rourke, Xavier","'Indifference' methods for managing agent rewards","","","","","https://arxiv.org/abs/1712.06365","","2017","2022-01-30 04:53:18","2022-01-30 04:53:18","","","","","","","","","","","","","","","","","","","","Google Scholar","","ZSCC: 0000012","","/Users/jacquesthibodeau/Zotero/storage/KX5XHD8P/Armstrong and O'Rourke - 2018 - 'Indifference' methods for managing agent rewards.pdf; /Users/jacquesthibodeau/Zotero/storage/K98E6NZA/1712.html; /Users/jacquesthibodeau/Zotero/storage/GVC3FDWX/Armstrong and O'Rourke - 2017 - 'Indifference'methods for managing agent rewards.pdf; /Users/jacquesthibodeau/Zotero/storage/3R2JSKSJ/1712.html","","TechSafety; FHI","Computer Science - Artificial Intelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UIU789GM","blogPost","2020","Armstrong, Stuart","If I were a well-intentioned AI... I: Image classifier","AI Alignment Forum","","","","https://www.alignmentforum.org/posts/gzWb5kWwzhdaqmyTt/if-i-were-a-well-intentioned-ai-i-image-classifier","INTRODUCTION: IF I WERE A WELL-INTENTIONED AI... I've often warned people about the dangers of anthropomorphising AIs - how it can mislead us about what's really going on in an AI (and hence how the AI might act in the future), cause us to not even consider certain failure modes, and make us believe we understand things much better than we do. Oh well, let's ignore all that. I'm about to go on a journey of major anthropomorphisation, by asking myself:  * ""If I was a well-intentioned AI, could I solve many of the problems in AI    alignment?"" My thinking in this way started when I wondered: suppose I knew that I was given a proxy goal rather than the true goal; suppose that I knew about the Goodhart problem, and suppose that I really ""wanted"" to align with the true goal - could I then do it? I was having similar thoughts about being a mesa-optimiser. It seems to me that asking and answering these kind of questions leads to new and interesting insights. Of course, since they come via anthropomorphisation, we need to be careful with them, and check that they are really applicable to AI systems - ensuring that I'm not bringing some of my own human knowledge about human values into the example. But first, let's get those initial insights. OVERLAPPING PROBLEMS, OVERLAPPING SOLUTIONS At a high enough level of abstraction, many problems in AI alignment seem very similar. The Goodhart problem, the issues machine learning has with  distributional shift, the problem of the nearest unblocked strategy,  unidentifiability of reward functions, even mesaoptimisation and the whole AI alignment problem itself - all of these can be seen, roughly, as variants of the same problem. That problem being that we have an approximately specified goal that looks ok, but turns out to be underspecified in dangerous ways. Of course, often the differences between the problems are as important as the similarities. Nevertheless, the similarities exist, which is why a lot of the solutions are","2020-02-26","2022-01-30 04:53:18","2022-01-30 04:53:18","2020-09-05 18:38:33","","","","","","","If I were a well-intentioned AI... I","","","","","","","","","","","","","","ZSCC: NoCitationData[s1]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/9VWKU6G5/gzWb5kWwzhdaqmyTt.html","","TechSafety; FHI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z428QPER","report","2020","O’Keefe, Cullen","How Will National Security Considerations Affect Antitrust Decisions in AI? An Examination of Historical Precedents","","","","","","","2020-07-07","2022-01-30 04:53:18","2022-01-30 04:53:18","","39","","","","","","","","","","","Future of Humanity Institute","","en","","","","","Zotero","","ZSCC: NoCitationData[s2]  ACC: 2","","/Users/jacquesthibodeau/Zotero/storage/9B5NGJR2/O’Keefe - How Will National Security Considerations Affect A.pdf","","MetaSafety; FHI; Open-AI; BERI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SP37AAU4","bookSection","2015","Armstrong, Stuart; Sotala, Kaj","How we’re predicting AI–or failing to","Beyond artificial intelligence","","","","","","2015","2022-01-30 04:53:18","2022-01-30 04:53:18","","11–29","","","","","","","","","","","Springer","","","","","","","Google Scholar","","ZSCC: 0000111","","/Users/jacquesthibodeau/Zotero/storage/TGPD5XXX/Armstrong and Sotala - 2015 - How we’re predicting AI–or failing to.pdf; /Users/jacquesthibodeau/Zotero/storage/8KEC66PJ/978-3-319-09668-1_2.html","","MetaSafety; FHI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7R7WMB83","blogPost","2015","Tomasik, Brian","A Dialogue on Suffering Subroutines","Center on Long-Term Risk","","","","https://longtermrisk.org/a-dialogue-on-suffering-subroutines/","This piece presents a hypothetical dialogue that explains why instrumental computational processes of a future superintelligence might evoke moral concern. Generally, agent-like components might emerge in many places, including the computing processes of a future civilization. Whether and how much these subroutines matter are questions for future generations to figure out, but it's good to keep an open mind to the possibility that our intuitions about what suffering is may change dramatically.","2015-08-29","2022-01-30 04:51:06","2022-01-30 04:51:06","2020-11-23 01:05:16","","","","","","","","","","","","","","en-US","","","","","","","ZSCC: NoCitationData[s1]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/GHRVZSNG/a-dialogue-on-suffering-subroutines.html","","CLR; TechSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUMZ3TRE","blogPost","2017","Oesterheld, Caspar","A behaviorist approach to building phenomenological bridges","The Universe from an Intentional Stance","","","","https://casparoesterheld.com/2017/10/22/a-behaviorist-approach-to-building-phenomenological-bridges/","A few weeks ago, I wrote about the BPB problem and how it poses a problem for classical/non-logical decision theories. In my post, I briefly mentioned a behaviorist approach to BPB, only to immedia…","2017-10-22","2022-01-30 04:51:06","2022-01-30 04:51:06","2020-11-23 00:45:20","","","","","","","","","","","","","","en","","","","","","","ZSCC: NoCitationData[s1]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/VEDV2NXS/a-behaviorist-approach-to-building-phenomenological-bridges.html","","CLR; TechSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGQMWQFR","blogPost","2015","Tomasik, Brian","Artificial Intelligence and Its Implications for Future Suffering","Center on Long-Term Risk","","","","https://longtermrisk.org/artificial-intelligence-and-its-implications-for-future-suffering/","Artificial intelligence (AI) will likely transform the world later this century. Whether uncontrolled or controlled AIs would create more suffering in expectation is a question to explore further. Regardless, the field of AI safety and policy seems to be a very important space where altruists can make a positive-sum impact along many dimensions.","2015-04-10","2022-01-30 04:51:06","2022-01-30 04:51:06","2020-11-23 01:02:42","","","","","","","","","","","","","","en-US","","","","","","","ZSCC: NoCitationData[s1]  ACC: N/A","","","","CLR; MetaSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QD8MQPCV","blogPost","2017","Caspar","A survey of polls on Newcomb’s problem","The Universe from an Intentional Stance","","","","https://casparoesterheld.com/2017/06/27/a-survey-of-polls-on-newcombs-problem/","One classic story about Newcomb’s problem is that, at least initially, people one-box and two-box in roughly equal numbers (and that everyone is confident in their position). To find out whet…","2017-06-27","2022-01-30 04:51:06","2022-01-30 04:51:06","2020-11-23 20:03:16","","","","","","","","","","","","","","en","","","","","","","ZSCC: NoCitationData[s0]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/EPR7NUV9/a-survey-of-polls-on-newcombs-problem.html","","CLR; TechSafety; AmbiguosSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P2J7P366","blogPost","2015","Tomasik, Brian","A Lower Bound on the Importance of Promoting Cooperation","Center on Long-Term Risk","","","","https://longtermrisk.org/a-lower-bound-on-the-importance-of-promoting-cooperation/","This article suggests a lower-bound Fermi calculation for the cost-effectiveness of promoting cooperation. The purpose of this exercise is to make our thinking more concrete about how cooperation might reduce suffering and to make its potential more tangible.","2015-08-29","2022-01-30 04:51:06","2022-01-30 04:51:06","2020-11-23 01:04:00","","","","","","","","","","","","","","en-US","","","","","","","ZSCC: NoCitationData[s1]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/EPJR83PC/a-lower-bound-on-the-importance-of-promoting-cooperation.html","","CLR; MetaSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S55X7DHC","manuscript","2016","Critch, Andrew","Parametric Bounded Löb's Theorem and Robust Cooperation of Bounded Agents","","","","","http://arxiv.org/abs/1602.04184","Löb's theorem and Gödel's theorems make predictions about the behavior of systems capable of self-reference with unbounded computational resources with which to write and evaluate proofs. However, in the real world, systems capable of self-reference will have limited memory and processing speed, so in this paper we introduce an effective version of L\""ob's theorem which is applicable given such bounded resources. These results have powerful implications for the game theory of bounded agents who are able to write proofs about themselves and one another, including the capacity to out-perform classical Nash equilibria and correlated equilibria, attaining mutually cooperative program equilibrium in the Prisoner's Dilemma. Previous cooperative program equilibria studied by Tennenholtz (2004) and Fortnow (2009) have depended on tests for program equality, a fragile condition, whereas ""L\""obian"" cooperation is much more robust and agnostic of the opponent's implementation.","2016-08-24","2022-01-30 04:50:56","2022-01-30 04:50:56","2019-12-16 02:30:38","","","","","","","","","","","","","","","","","","","arXiv.org","","ZSCC: 0000005[s0]  arXiv: 1602.04184","","/Users/jacquesthibodeau/Zotero/storage/W9BVMS95/Critch - 2016 - Parametric Bounded Lob's Theorem and Robust Coop.pdf; /Users/jacquesthibodeau/Zotero/storage/UVHR7XHR/Critch - 2016 - Parametric Bounded Lob's Theorem and Robust Coop.pdf; /Users/jacquesthibodeau/Zotero/storage/XWNIBX84/1602.html; /Users/jacquesthibodeau/Zotero/storage/43T9ZUX6/1602.html; /Users/jacquesthibodeau/Zotero/storage/ZXV2JJQK/1602.html","","CHAI; TechSafety; MIRI","Computer Science - Computer Science and Game Theory; Computer Science - Logic in Computer Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AD9HNBFJ","manuscript","2017","Hadﬁeld, Gillian K; Hadﬁeld-Menell, Dylan","Pervasive Spurious Normativity","","","","","","This paper proposes a mathematical model for a simpliﬁed version of the game deﬁned in Hadﬁeld and Weingast [2012] which proposes that legal order can be described as an equilibrium in thirdparty decentralized enforcement coordinated by a centralized classiﬁcation institution. We explore the attractiveness of joining a new group (which is assumed to have settled on an enforcement equilibrium already) where groups differ in terms of the frequency of interactions in which norm violation is possible (normative interactions) and thus punishment is called for. We show that groups in which normative interactions are frequent but involve relatively unimportant rules may achieve higher value for participants.","2017","2022-01-30 04:50:56","2022-01-30 04:50:56","","","","","","","","","","","","","","","en","","","","","Zotero","","ZSCC: 0000000[s0]","","/Users/jacquesthibodeau/Zotero/storage/JAS5344V/Hadﬁeld and Hadﬁeld-Menell - Pervasive Spurious Normativity.pdf","","CHAI; TechSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DW4JCPPD","conferencePaper","2021","Turner, Alexander Matt; Smith, Logan; Shah, Rohin; Critch, Andrew; Tadepalli, Prasad","Optimal Policies Tend to Seek Power","arXiv:1912.01683 [cs]","","","","http://arxiv.org/abs/1912.01683","Some researchers speculate that intelligent reinforcement learning (RL) agents would be incentivized to seek resources and power in pursuit of their objectives. Other researchers are skeptical, because RL agents need not have human-like power-seeking instincts. To clarify this debate, we develop the first formal theory of the statistical tendencies of optimal policies. In the context of Markov decision processes, we prove that certain environmental symmetries are sufficient for optimal policies to tend to seek power over the environment. These symmetries exist in many environments in which the agent can be shut down or destroyed. We prove that in these environments, most reward functions make it optimal to seek power by keeping a range of options available and, when maximizing average reward, by navigating towards larger sets of potential terminal states.","2021-10-23","2022-01-30 04:50:56","2022-01-30 04:50:56","2021-11-14 18:44:10","","","","","","","","","","","","","","","","","","","arXiv.org","","ZSCC: NoCitationData[s0]  ACC: 1  arXiv: 1912.01683","","/Users/jacquesthibodeau/Zotero/storage/6M65PKWS/Turner et al. - 2021 - Optimal Policies Tend to Seek Power.pdf; /Users/jacquesthibodeau/Zotero/storage/RDF4U9VH/1912.html","","TechSafety","Computer Science - Artificial Intelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35th Conference on Neural Information Processing Systems (NeurIPS 2021)","","","","","","","","","","","","","","",""
"H56ZKQ9D","conferencePaper","2019","Carroll, Micah; Shah, Rohin; Ho, Mark K.; Griffiths, Thomas L.; Seshia, Sanjit A.; Abbeel, Pieter; Dragan, Anca","On the Utility of Learning about Humans for Human-AI Coordination","Advances in Neural Information Processing Systems 32 (NeurIPS 2019)","","","","https://arxiv.org/abs/1910.05789v2","While we would like agents that can coordinate with humans, current algorithms such as self-play and population-based training create agents that can coordinate with themselves. Agents that assume their partner to be optimal or similar to them can converge to coordination protocols that fail to understand and be understood by humans. To demonstrate this, we introduce a simple environment that requires challenging coordination, based on the popular game Overcooked, and learn a simple model that mimics human play. We evaluate the performance of agents trained via self-play and population-based training. These agents perform very well when paired with themselves, but when paired with our human model, they are significantly worse than agents designed to play with the human model. An experiment with a planning algorithm yields the same conclusion, though only when the human-aware planner is given the exact human model that it is playing with. A user study with real humans shows this pattern as well, though less strongly. Qualitatively, we find that the gains come from having the agent adapt to the human's gameplay. Given this result, we suggest several approaches for designing agents that learn about humans in order to better coordinate with them. Code is available at https://github.com/HumanCompatibleAI/overcooked_ai.","2019-10-13","2022-01-30 04:50:55","2022-01-30 04:50:55","2020-11-14 01:20:48","","","","","","","","","","","","","","en","","","","","arxiv.org","","ZSCC: 0000062","","/Users/jacquesthibodeau/Zotero/storage/564DIJ7M/Carroll et al. - On the Utility of Learning about Humans for Human-.pdf; /Users/jacquesthibodeau/Zotero/storage/N29XCQCE/Carroll et al. - 2019 - On the Utility of Learning about Humans for Human-.pdf; /Users/jacquesthibodeau/Zotero/storage/NKUA5J28/1910.html; /Users/jacquesthibodeau/Zotero/storage/7DUA2DSC/1910.html","","CHAI; TechSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NeurIPS 2019","","","","","","","","","","","","","","",""
